iter,b,se,p
103,-0.0909976760072183,0.0594397734836101,0.125788591818458
104,-0.0558727192305478,0.0487739862473311,0.251984117925639
105,0.117569584467493,0.136603108638277,0.389422292868509
106,0.102181118032724,0.0722846465444967,0.157481244020947
107,-0.106782134648546,0.0351928268547856,0.00241173137910658
108,0.072254150622681,0.0538494383552903,0.179667030305969
109,0.0441678727324892,0.0549046467673581,0.421138926006657
110,0.114384270093356,0.0574152229507038,0.046345941759302
111,0.0981394643604804,0.0968622828741725,0.310971546065739
112,-0.00614011312771501,0.0421627924823055,0.884214501385443
113,0.0552308017554429,0.0807129813060701,0.493794283502137
114,-0.156736672415415,0.0493122773259413,0.00148064084574898
115,0.0574361860758066,0.0639508210096953,0.369115953412147
116,0.0922112618502909,0.0769838008304251,0.230994557348469
117,-0.0908330080070388,0.0950387500690379,0.339200029673819
118,0.24822536427733,0.0986672456641874,0.0118768334680222
119,0.0788639873903792,0.064817430371475,0.223714739242254
120,-0.0412733970442478,0.0692593776468386,0.551225307889073
121,-0.00121504479472958,0.0413000501613075,0.976529673787138
122,-0.011028488833153,0.0600255540830993,0.854225354202008
123,0.100843045705518,0.0831314049995201,0.225108428876478
124,0.177345737344669,0.0622041216480606,0.00435780331039687
125,-0.0322193732292927,0.109456385061969,0.768484282807702
126,-0.0513034945390687,0.0647010318265675,0.427817658568978
127,-0.0356088379368307,0.0349432799648359,0.308180744693468
128,0.00985149153846769,0.0543073984042196,0.856051747774555
129,0.0688691607759459,0.0548492525317489,0.209258126113424
130,-0.15783192700425,0.0724925919693899,0.029464562174557
131,-0.120619416580569,0.0492830346120121,0.014385769129583
132,0.0333688539463108,0.0418202185363632,0.42492156285657
133,-0.119840154909949,0.0533156413339357,0.0245922289866865
134,-0.0692204966574451,0.0552001501083202,0.20984524232023
135,-0.0533021191114689,0.0607065342967764,0.379927788888816
136,-0.0569752596471016,0.0496021685947138,0.250702587197301
137,0.0875468544491524,0.0593572685674107,0.140235720128566
138,0.128604771208446,0.0861451071193916,0.135467192037716
139,0.281706823031673,0.0727315791159691,0.000107398205476413
140,-0.174625636823549,0.0929155350328014,0.060189631599506
141,0.00952114152565044,0.049696693523753,0.848067285288087
142,-0.0285332627242344,0.0561886946230455,0.611585576231724
143,-0.0119610745671342,0.0822089523621979,0.884319265672898
144,0.00266069370344161,0.0497058058868888,0.9573105594296
145,-0.0734441297305452,0.0455899852920092,0.107186112541437
146,0.065737486603351,0.083359529451292,0.430344696998099
147,-0.028897707460386,0.0712015520023312,0.684847063723262
148,0.0806403012938558,0.0736007721607168,0.273234260025262
149,-0.0864420183192135,0.0817645641206031,0.290417411658849
150,0.0988594056404276,0.0948300260625425,0.297184306375905
151,0.00739101138810493,0.0582675604792044,0.89906222710381
152,-0.0229776508407423,0.0886254300307316,0.795429226423949
153,-0.0329328715637586,0.0500982657910129,0.510945929134295
154,-0.0892454189307349,0.0449790918685811,0.0472387395027885
155,-0.0413577999679642,0.0579293479442162,0.475267256771916
156,-0.0202456132868906,0.0849555806809699,0.811642045654691
157,0.0776555686350082,0.0564724809818879,0.169099017022881
158,-0.079951680309578,0.0833893508193229,0.337671770851388
159,-0.0273948053252205,0.0557615933294024,0.623225255965644
160,-0.00662218075575483,0.0640201136781329,0.917614508339311
161,0.028943846186585,0.092918182600679,0.755421914669323
162,-0.0168035767063982,0.0531340248123707,0.751813596771426
163,0.0465717356442513,0.070656997247036,0.509816027139167
164,-0.0978220264241897,0.0741070958937267,0.186832045212603
165,-0.199877107375131,0.103292800835677,0.0529837170851555
166,0.0183730413118117,0.0823726192875692,0.823498211842858
167,-0.0204817374056175,0.0519562313874881,0.693424988380378
168,-0.105568291763595,0.117470814227127,0.368824854547309
169,-0.148851553842245,0.0677334948006961,0.0279771750016323
170,-0.175477524969606,0.0895927435061104,0.050158109193227
171,0.0582116694882889,0.0750247927507366,0.437808561583751
172,-0.0586321404860505,0.05696959494421,0.303393673960326
173,0.0104076269840512,0.0678482161323591,0.878086208038021
174,0.0151021666891402,0.0602634961399679,0.802121655273186
175,-0.0946667298061412,0.117374942257099,0.419935757590779
176,-0.0395622077936926,0.0382727097181624,0.301280003903974
177,-0.0629848737391985,0.0859173719440235,0.463505614856329
178,0.0222182796707224,0.0404613774148795,0.58292092813791
179,0.048688869242827,0.100755078799959,0.628925442772189
180,0.110381189089778,0.147324919748066,0.45371474747083
181,-0.0700097502638849,0.0504835247223409,0.165507601654338
182,-0.0020415456132194,0.0484610505821043,0.966397013302032
183,-0.0404919324341269,0.0416134021671112,0.330528315659908
184,0.10924147987385,0.0889479807695367,0.219390591337304
185,-0.0610976902620185,0.0503895811689689,0.225318589651409
186,0.0103432951360428,0.0620344852226689,0.867578879024778
187,0.0986822454653856,0.0437390593070297,0.0240607136493886
188,-0.0822545151043092,0.0721037367834449,0.253961403139729
189,-0.00698579491524113,0.0502554049734836,0.889445532120547
190,-0.0374069654117296,0.0699120822840712,0.592610280631877
191,0.07886127282077,0.0795912904178464,0.321769613019146
192,0.00160803352331132,0.171779655991473,0.992531092369322
193,0.0783658519297188,0.0570575117247979,0.169611338148092
194,0.0875014300614085,0.0538118774201759,0.103936541683168
195,0.0998928407525694,0.0693139246058042,0.149537916457418
196,0.333948736367741,0.141658347260434,0.0184022396749311
197,0.105176603739519,0.0758341045183315,0.16546307207393
198,-0.0987669618232876,0.039505532640357,0.0124165532155272
199,-0.0141227537709407,0.065154975460764,0.82839824153199
200,0.126652579943333,0.0878347743848154,0.149318962243926
201,-0.0966040955101529,0.045198081330497,0.0325695774046749
202,-0.00276060582820549,0.0723792011653111,0.969575364068115
203,-0.12015021328022,0.0848471763729694,0.156752691131337
204,0.0751637769317973,0.108623228331316,0.488957547212095
205,-0.130724748917502,0.129987248959359,0.314572590662791
206,-0.00922054492189999,0.0381751201289517,0.809142172398321
207,-0.157577793565917,0.0613111758844341,0.0101659874038599
208,0.079268194363877,0.0701194320060694,0.258276550549627
209,0.0745708543316422,0.0745181202459958,0.316968159185563
210,0.227077163429451,0.135213030000275,0.0930735359215215
211,0.126775589354593,0.0540941959879799,0.0190982331392377
212,0.0120566935595645,0.0741625843107765,0.870856136198038
213,-0.0320460700937998,0.034159977272196,0.348184065259353
214,-0.0727273024668975,0.0440163302150798,0.098477482723262
215,0.026520156501391,0.0694001779359537,0.702362092270955
216,0.0674875808679114,0.0357350357190479,0.0589514797815639
217,0.00373053752405669,0.0502159342697995,0.940779700959212
218,0.0289756196076492,0.0894691216223797,0.746042760246783
219,-0.0406428009107509,0.0601102005640255,0.498952925306291
220,-0.081498037386737,0.0384363006738081,0.0339773572062293
221,0.140991158094355,0.0346074386191638,4.62098816402015e-05
222,-0.000137505047689552,0.071252207085042,0.998460214904601
223,0.0489319161469642,0.0673118653979982,0.467260630503106
224,0.0977191256612196,0.0514850404588615,0.0576947544454168
225,0.0259917218593459,0.0514934115595688,0.613728676143838
226,0.0322708031158339,0.0866512793178239,0.709579016925929
227,0.0787266282918838,0.0590329601998046,0.182333468956618
228,0.0614462448189852,0.0493038236415638,0.212662544548152
229,0.124016752227376,0.0506529370394001,0.0143507187487612
230,0.212858236435742,0.176654141223395,0.228225163909954
231,0.017218809303713,0.0948275771168064,0.855912197853421
232,-0.1098940975871,0.0636905478666953,0.0844485509678594
233,0.00416970983039018,0.0545849148450187,0.939109288893071
234,0.0906061415037629,0.0544299091100606,0.0959848288706081
235,0.0227133365674876,0.0809306314158368,0.77897739432941
236,0.0800969951056209,0.0760499700044247,0.292242308904302
237,-0.0562086871468396,0.0813179158311171,0.489426390252287
238,-0.0146040856025992,0.0430189294006969,0.734247820639054
239,0.017169237869895,0.0775760585830998,0.824842228689012
240,0.118378223057437,0.179210383943188,0.508898065467071
241,-0.0336434478587123,0.0524232128698663,0.521024977172005
242,0.0269449985123665,0.0503488467840077,0.592534970710987
243,0.147706849028752,0.0945195205377775,0.118120201096441
244,0.0249920639573053,0.059510943486878,0.674516539258268
245,-0.107906092162316,0.0681965321650459,0.113585385843023
246,0.0241055215484984,0.0992208603038751,0.808045587107328
247,0.0779120633391545,0.0868827384105544,0.369852532315941
248,0.00903188317651938,0.0794996889046467,0.909547722468181
249,-0.0716656779011507,0.0668316960694834,0.283571532592712
250,-0.0328628637290874,0.0437828852824059,0.452901258051837
251,-0.0976079231800747,0.0619405741684678,0.115064583968161
252,-0.0784585882530604,0.0663581692502802,0.237066812929482
253,0.0808402109272996,0.100539864182278,0.421361590504604
254,-0.054877305484459,0.0458597513423141,0.231449516013364
255,-0.0632031343333555,0.0789036402634872,0.423121972151063
256,0.0686620916415829,0.0583908936338971,0.239633197474895
257,-0.0733364478023208,0.0402702663646331,0.0685906544390135
258,-0.0459994059019554,0.0634283461751839,0.468318035472238
259,-0.0262197680500994,0.057321296957124,0.647370941883704
260,0.0965010941074144,0.102217169596933,0.345129225472427
261,0.375780333693689,0.116331929424844,0.00123685295199286
262,0.0172674320414362,0.0578857045186494,0.765472538052709
263,-0.105715965880754,0.0582023651465434,0.0693164366347164
264,0.0899216271940361,0.0738164360042736,0.223155983814522
265,-0.0499740240405125,0.0763065829369774,0.512525028001192
266,0.0128595611832009,0.0242724050405608,0.596249434156393
267,-0.0349866742361652,0.0729118485246466,0.631334800581041
268,0.0456059289570918,0.0760163048874643,0.548540024539286
269,0.0099984326049448,0.057767116222261,0.862587182944323
270,-0.0724278799752058,0.0960541619494815,0.450830206277955
271,0.0723321939981024,0.0488733200025749,0.138874991867981
272,-0.033784630087426,0.0537762704396495,0.52984397834137
273,-0.0498553052242202,0.0969834911400339,0.607210245799481
274,0.0315003500831993,0.0581537129874728,0.588043154234905
275,0.257069632937873,0.087877670690296,0.00344110670286908
276,0.0108356358414552,0.0463574980124365,0.815186258552977
277,-0.099735781635462,0.0474775847803678,0.03566801369304
278,-0.102355483136346,0.037515668303431,0.00636540403921233
279,0.00849007879992958,0.0405305788442962,0.834078686057462
280,0.089482459308648,0.0421847102842509,0.0339044730759242
281,0.0184358882785809,0.0750205804786582,0.805880091993543
282,-0.124979657543128,0.0632096411955595,0.0480162480963336
283,0.0389965957648948,0.071939489911317,0.587766871084334
284,-0.149314358180001,0.0955991415955957,0.118316332575442
285,-0.0973327536444162,0.035422442689034,0.00600019372061175
286,0.114954798715909,0.0483945646724859,0.0175315614247744
287,0.078681324613283,0.0719573344982935,0.274198849171989
288,-0.0137112713222529,0.04959006882638,0.782169986336881
289,0.104524286890722,0.0420289437570512,0.0128840014286551
290,-0.0206611008905532,0.108781248064224,0.849361977905283
291,-0.15165232493341,0.0629238845029803,0.0159485161576692
292,0.0284681085773274,0.0671880687506253,0.671778928357706
293,0.0525869411567061,0.0450264853865989,0.24284254491217
294,0.112163626374002,0.0720179277085054,0.119365972976946
295,-0.014677235370014,0.0728509790135112,0.840331636334991
296,0.135833953226521,0.105134398313658,0.19635612146983
297,-0.106252597470712,0.0602930656470343,0.078023867421412
298,-0.0690395465479344,0.0457036136766767,0.130892247403333
299,0.138107345077688,0.0448276836428511,0.00206410976773852
300,-0.10158587234571,0.0421325278279744,0.0159043478085121
301,0.108139660821751,0.0386729859122963,0.00516980515898253
302,-0.14372755607902,0.0495341929319902,0.00371282792244053
303,0.0901893360780231,0.0817848916820948,0.270130187124419
304,0.0893201073739187,0.0731848425365008,0.222285706554161
305,0.0995427990313193,0.0606196792064007,0.100571934863948
306,-0.157980917801901,0.0648741646295923,0.0148839714817891
307,-0.0597082231000144,0.0736441940848972,0.417499950573932
308,-0.0383490255365627,0.0574949135847752,0.504773042471666
309,-0.0774073959722664,0.0578862806600279,0.181146868184881
310,0.00408062342777995,0.0395741968420568,0.917873101629325
311,0.00646410078171392,0.0514094319890048,0.899939603894898
312,-0.0647248838370937,0.112394443049125,0.564701274854131
313,0.0621543247780433,0.0629037598330934,0.323110528974865
314,0.10573461299795,0.0699408989477536,0.130592164759022
315,0.158879049506722,0.0466934304148001,0.000667480116974541
316,-0.243883685672919,0.0464349392870666,1.50326578651259e-07
317,0.0927932258783198,0.0874672952090495,0.288739649804244
318,0.0420298635588468,0.0364845842432021,0.249325325012314
319,0.0797570369805419,0.0795487769939997,0.316045199778999
320,0.098831106593731,0.0504846418449633,0.0502714507543613
321,0.097092114365145,0.0534018908657285,0.0690427362322642
322,0.319046118783579,0.12792986587378,0.0126343053392848
323,-0.0285499202927963,0.0319321098550433,0.371278092184094
324,-0.0308281920829906,0.0716077586274373,0.666821282357959
325,-0.127882475058514,0.0746212911753158,0.0865740654704617
326,-0.00251926000475157,0.0465040488317096,0.956797397626527
327,0.0810187764977374,0.0760324101885167,0.286612587358295
328,0.0920950436635238,0.0593592399360706,0.120785203620774
329,0.0956853539084493,0.0914191600189481,0.295253512062395
330,0.0413109375405144,0.100143641518439,0.679960647581261
331,0.015411127648065,0.0615059588519677,0.802151864272081
332,-0.0215768567569017,0.0537180044750987,0.687927647108222
333,0.0656513621213382,0.0461906407739315,0.155225761277905
334,0.0950418011459223,0.0470276145286791,0.0432819835597536
335,-0.115986657229279,0.0585502835954122,0.0475940596645166
336,0.134821241233074,0.0670687858106079,0.0444107068790273
337,-0.120548906598441,0.12313876575828,0.32759580965368
338,0.0277866443812292,0.0849541688223992,0.743608848651208
339,0.109167459045325,0.0958739008259703,0.25484637150223
340,0.0560632994715754,0.063623149176051,0.378221653874461
341,-0.0989105877804168,0.0463617711743572,0.0328877105851167
342,-0.0553595517682247,0.0296282792063394,0.0616965836201365
343,-0.0363298519154518,0.0531828014559945,0.494535573727651
344,-0.0162529962538011,0.034629466053015,0.638826573279599
345,-0.0720599041814192,0.029609356129093,0.0149459142656038
346,0.046444177763907,0.0417254600758074,0.265669928240304
347,-0.0838897889213598,0.0526493929078579,0.111077953697494
348,-0.013008787881705,0.0920958432991544,0.88767030316257
349,0.0857198330977182,0.0600209024182729,0.153243983753356
350,0.0469722203712667,0.0484592832374947,0.332388971337205
351,0.136687874834482,0.06258303966688,0.0289545979535832
352,0.117545328920755,0.0911083856586862,0.196991552193226
353,0.0255279023529031,0.0674346337458027,0.705016311152844
354,0.0473153742468952,0.0643638411964054,0.462264264304933
355,0.0401100077997258,0.054574344677362,0.462363325915555
356,0.048751758022115,0.149740716454614,0.744746312302126
357,-0.067578121155089,0.0507824282697358,0.183275143248065
358,0.296284423089928,0.120072882123984,0.0136045705688389
359,0.0734800880887093,0.0575403040101137,0.201595376245271
360,0.0195844085685726,0.0536464080118189,0.715063128187791
361,0.0334893833305538,0.0600992037724307,0.577366839414294
362,-0.0278658977171952,0.0690128752786978,0.686375794960178
363,-0.0256381542211975,0.0527070046473946,0.626663858491982
364,0.0618205467946472,0.0867004711559063,0.475823554596504
365,0.0683629709353167,0.0550218003463625,0.214062970277102
366,0.0617211816618851,0.0632384309115605,0.329060757066146
367,0.0435233644957248,0.0982049894675299,0.657629083100989
368,0.167863063534172,0.0625465070823366,0.00727880333575347
369,0.00852508352469654,0.0584131747433837,0.883965175476346
370,-0.0505846410337152,0.0577521065245705,0.38108843885463
371,-0.0368160388029733,0.0740653939260478,0.61913632421453
372,-0.0879787874951519,0.0490725659451043,0.0730000487377321
373,0.0240556888891281,0.0486694225674193,0.621117636209636
374,-0.0625371230133464,0.0596076647625773,0.294111082215911
375,0.0677840085587025,0.0648989576915213,0.29627515873092
376,0.0378027120185731,0.0777093518425633,0.626639045642504
377,0.00656393391533271,0.0817545100695971,0.936007931468316
378,0.0244857324579037,0.0818830452215529,0.76491486844137
379,0.0163974682753981,0.05761823260156,0.775959663634054
380,0.100641637137191,0.0533068916518067,0.0590304189999631
381,-0.159811757576628,0.0427219857534223,0.00018348067426888
382,-0.0379610471632793,0.0857225472820249,0.657884216767501
383,-0.106503679859541,0.0547332512376081,0.0516706026815879
384,0.0395211291111119,0.0693904815285191,0.568985096541091
385,0.195528933108711,0.1197646574796,0.102551124622362
386,-0.0817231009846544,0.0594134676793481,0.168977131315958
387,-0.0211616446049649,0.069492694839482,0.760734726652859
388,0.0310488861669208,0.0526139086919284,0.555105533106245
389,0.0514112966466464,0.0536586906863632,0.338003830733102
390,0.00552851212402228,0.0576838725011884,0.923646411960921
391,-0.0116561480340297,0.0516341756237028,0.821399891117537
392,0.172253627525411,0.107957977516525,0.110586656568167
393,-0.0223895673633807,0.0548769711728291,0.683276843904605
394,-0.0787835623548879,0.0596080176517958,0.186270050260844
395,-0.0481851225644037,0.0691628479317626,0.485996293038412
396,-0.031862810260379,0.0534625120444379,0.551185809504093
397,0.0373009368896421,0.0668001551161645,0.576574029458713
398,0.0324870719697798,0.0608494128507123,0.593415606369307
399,0.0215117595527986,0.0414051699079883,0.603382246833436
400,0.158386212653733,0.174973782652722,0.365359609599703
401,-0.0904898174300699,0.0990055824560975,0.360723665319431
402,-0.0342566989581163,0.0757062970558115,0.650912631067036
403,0.0203798951531827,0.0552849255984798,0.712400658698092
404,0.186472057225714,0.0629371567877492,0.00304825482431275
405,0.0652830433619653,0.0662971177928301,0.324769440802669
406,-0.0863024775331888,0.142399591080229,0.544475930916209
407,-0.114240628465073,0.12146592596212,0.346953023975857
408,0.024428057432936,0.0531055730981168,0.645523062263352
409,-0.147405966056355,0.0656024420761194,0.0246426782741822
410,0.0693751951860825,0.0596593594351917,0.24488826447701
411,-0.0133104195649652,0.0897028136185992,0.882040102359899
412,-0.0933329373808225,0.0450033338847975,0.0380875190542488
413,-0.0101498386737644,0.0475410397568915,0.830939832321246
414,-0.0835788255161461,0.0607176730901456,0.168662054274995
415,0.0299739091910845,0.0561308190080435,0.593340895085782
416,-0.0751600195908608,0.100514789965253,0.454610453540883
417,-0.00420000314685816,0.0578709854367619,0.942144096129642
418,0.0684020617537136,0.104684457605831,0.513490822010855
419,0.0955294034469644,0.0617949845915286,0.122126622451465
420,0.0594459436117589,0.0740137643038669,0.421874073591205
421,0.350584241923247,0.112726395071632,0.00187058390807977
422,0.0811101508435454,0.0670281705150959,0.226244176854376
423,0.02958968789876,0.0579176414770955,0.609426342219923
424,0.0323652798594361,0.0934819945361759,0.729177837778001
425,-0.0990661107994745,0.0536135301433327,0.0646338997973199
426,-0.0445218303932279,0.0672534484807072,0.507970769057042
427,0.120396064934748,0.109788959031851,0.27281034246236
428,0.043106731994111,0.0600114730576287,0.472567287554438
429,-0.150279633537494,0.0856305535182056,0.0792632786943389
430,-0.0144541903731933,0.068802774724674,0.833604061262317
431,-0.125676649761624,0.0722091419861972,0.0817794283940338
432,0.0846315152103161,0.136214073333933,0.53439398841384
433,-0.00164948917897163,0.0697674147003318,0.981137622006904
434,0.0864326124959031,0.0909236879298147,0.341804370250339
435,0.0176260172487857,0.060187457326053,0.769635279537767
436,0.0213861429559555,0.0858945459550103,0.803375181232611
437,0.127246147981538,0.0839601970658162,0.129632360542603
438,0.00279103021278509,0.0985139768300339,0.977397907262472
439,0.071272705337967,0.057957204940364,0.218791819129603
440,0.0611378341125371,0.0700549654883486,0.382819880174645
441,0.0161169383797961,0.0847331324694375,0.849145969361333
442,0.0634827308355365,0.0477768944614302,0.183936111355859
443,0.0481580284948332,0.0802147943126808,0.548264058890385
444,0.0387576721747073,0.0673728455382564,0.565107750770689
445,-0.104166242751183,0.0583842652749591,0.0743994172598053
446,-0.187408999065525,0.0550183319601963,0.000658495365628011
447,0.0279454979073897,0.0826693706659995,0.735333556437934
448,-0.193405558822395,0.107389672262599,0.0717076368054882
449,0.0204762169906917,0.0793038333335917,0.796252876878244
450,0.0245433796888406,0.0334559168068091,0.463190390305736
451,-0.0595859847414513,0.0484638585586542,0.218886944297482
452,0.0413798688584191,0.0648414080997833,0.523362748024374
453,-0.0428346727562977,0.0539890030029266,0.42754699238956
454,0.0639651373912976,0.053722840100482,0.233790737674118
455,-0.218776300354788,0.0884919681449112,0.0134256960898179
456,0.0115206400212263,0.122609397496483,0.925139240293392
457,0.0830919854745529,0.0554486488590498,0.13399316170727
458,-0.0446347344231557,0.0730310346269201,0.541083806129968
459,0.411308602912276,0.0820317666017587,5.33055082817917e-07
460,0.00861251532356118,0.0838902594472775,0.918229592272382
461,0.0506794719398302,0.0915482830825489,0.579865020148213
462,-0.110772806801547,0.106670810047187,0.299058402691147
463,0.027731731725699,0.0254854598967039,0.276533595174757
464,0.112427215568256,0.0695311876525851,0.105892918886978
465,0.136685426822874,0.0557114424833809,0.0141491879078515
466,-0.0310517482077528,0.0321790997078974,0.334561669272347
467,0.0593607921101258,0.054874167031907,0.279358267931795
468,0.00931948999715513,0.0718671017168621,0.89682220209434
469,0.0342128676559292,0.0976837388422942,0.726157706683718
470,-0.112866276194544,0.0555592389433117,0.0422085271800489
471,0.0616146613371923,0.0569507305644912,0.279299571601105
472,-0.0321727567018242,0.0560211194446702,0.565766888834596
473,0.125519475253534,0.0496297955510506,0.0114350455050332
474,-0.092671546647181,0.0810441891048271,0.252843771180848
475,-0.137467184245997,0.0722733208137747,0.0571651348082267
476,0.0505754697259958,0.0610390970637411,0.407344940449726
477,-0.00597454907171012,0.0820045280263364,0.941920444026705
478,0.0903841074910955,0.0707005819585395,0.201106013927105
479,-0.0214869915502343,0.0512803022077065,0.675208366254436
480,-0.0686432206065886,0.0464644617924514,0.139587907755951
481,0.00524543001334605,0.0552253263048608,0.924328864293324
482,0.0610130026328746,0.0797445347550817,0.444208572006662
483,-0.0994690096157794,0.0788508285939545,0.207134744964934
484,0.114166304866226,0.100425121121681,0.255609299450886
485,-0.0258734732841494,0.0454015860247596,0.568758830154075
486,-0.02785929684736,0.0453350447716822,0.538871686203966
487,-0.102051965424653,0.0409712102994874,0.0127448184543524
488,0.143032035483099,0.10672463385236,0.180181302523963
489,-0.116415845296429,0.0357473001267349,0.00112742009233571
490,0.0163672885504436,0.0483294292745634,0.734865190703664
491,0.00437052754527869,0.0417859932622941,0.916698671591496
492,0.136904866160894,0.111299885688353,0.21867689563599
493,0.0347995822440901,0.0631716180870609,0.581720265621732
494,0.0927895174286189,0.0771594365958022,0.229143295820807
495,-0.0893908977698215,0.0636671905342982,0.160308736619123
496,0.0419427431675009,0.0613840686056055,0.494427492664745
